Iteration,TransferIn_ms,Inference_ms,TransferOut_ms,Total_ms
562,0.091847,3.539545,0.088890,3.720282
563,0.088450,3.583519,0.088870,3.760839
564,0.088440,4.976548,0.164264,5.229252
565,0.105243,3.614859,0.097428,3.817530
566,0.094222,3.554022,0.088981,3.737225
567,0.088370,3.575724,0.089021,3.753115
568,0.088460,4.002125,0.148405,4.238990
569,0.108508,3.523964,0.096095,3.728567
570,0.088440,3.500810,0.089351,3.678601
571,0.088399,3.671789,0.092257,3.852445
572,0.091976,3.759357,0.160510,4.011843
573,0.112946,3.615661,0.089472,3.818079
574,0.089001,3.725492,0.089152,3.903645
575,0.088791,3.562188,0.088911,3.739890
576,0.088420,7.289903,0.122617,7.500940
577,0.095894,3.544244,0.088961,3.729099
578,0.088791,3.598988,0.088951,3.776730
579,0.088349,3.598909,0.089051,3.776309
580,0.446028,4.748018,0.161910,5.355956
581,18.877690,3.549674,0.089392,22.516756
582,0.094271,3.687098,0.111344,3.892713
583,0.153305,5.861289,0.104932,6.119526
584,0.128305,3.665397,0.092538,3.886240
585,0.083160,3.642994,0.089973,3.816127
586,0.091956,3.834291,0.096837,4.023084
587,0.094542,3.673241,0.098579,3.866362
588,0.093279,3.666118,0.095403,3.854800
589,0.100563,3.538533,0.090504,3.729600
590,0.091125,4.518777,0.117426,4.727328
591,0.101104,4.020509,0.130341,4.251954
592,0.096445,4.124458,0.129580,4.350483
593,0.088921,4.624079,0.155008,4.868008
594,0.127695,3.657802,0.088019,3.873516
595,0.086857,3.612905,0.088039,3.787801
596,0.093479,3.677340,0.092588,3.863407
597,0.092037,3.966525,0.140841,4.199403
598,0.167221,5.490936,0.098490,5.756647
599,0.098439,3.565945,0.099662,3.764046
600,0.089201,3.603538,0.089041,3.781780
601,0.088891,5.032494,0.122356,5.243741
602,0.090464,4.716708,0.099782,4.906954
603,0.089632,3.602826,0.095353,3.787811
604,0.092308,4.215012,0.173764,4.481084
605,0.156602,3.737594,0.139639,4.033835
606,0.096546,3.688150,0.115502,3.900198
607,0.093269,3.591024,0.098058,3.782351
608,0.092327,3.629257,12.173873,15.895457
609,0.095995,4.303653,0.172301,4.571949
610,0.115302,3.577328,0.087678,3.780308
611,0.088591,3.532942,0.088540,3.710073
612,0.088971,3.653744,0.109100,3.851815
613,0.090995,3.658743,0.143326,3.893064
614,0.137514,3.636070,0.099852,3.873436
615,0.092718,3.616222,0.089361,3.798301
616,0.088580,3.930197,0.163323,4.182100
617,0.093600,3.805525,0.107407,4.006532
618,0.084492,3.507423,0.087057,3.678972
619,0.085995,3.608097,0.085985,3.780077
620,0.094371,3.591805,0.090504,3.776680
621,0.091105,3.743056,0.146571,3.980732
622,0.109070,3.604139,0.094342,3.807551
623,0.088720,3.537321,0.089071,3.715112
624,0.088740,3.659706,0.088761,3.837207
625,0.088280,3.902592,0.135991,4.126863
626,0.097237,4.067089,0.091466,4.255792
627,0.088641,3.556697,0.092047,3.737385
