Epoch,Weight1,Weight2,Bias
559,1.966337,1.943717,-3.072736
560,1.968220,1.945705,-3.075550
561,1.970102,1.947690,-3.078361
562,1.971981,1.949673,-3.081168
563,1.973858,1.951652,-3.083971
564,1.975733,1.953628,-3.086771
565,1.977605,1.955602,-3.089568
566,1.979476,1.957573,-3.092361
567,1.981344,1.959541,-3.095151
568,1.983210,1.961506,-3.097937
569,1.985074,1.963469,-3.100720
570,1.986935,1.965428,-3.103499
571,1.988795,1.967385,-3.106276
572,1.990652,1.969339,-3.109048
573,1.992507,1.971291,-3.111818
574,1.994360,1.973239,-3.114584
575,1.996211,1.975185,-3.117346
576,1.998060,1.977128,-3.120106
577,1.999906,1.979068,-3.122862
578,2.001751,1.981006,-3.125614
579,2.003593,1.982941,-3.128364
580,2.005433,1.984873,-3.131110
581,2.007271,1.986803,-3.133852
582,2.009107,1.988729,-3.136592
583,2.010940,1.990654,-3.139328
584,2.012772,1.992575,-3.142061
585,2.014601,1.994494,-3.144790
586,2.016429,1.996410,-3.147516
587,2.018254,1.998323,-3.150239
588,2.020077,2.000234,-3.152959
589,2.021898,2.002143,-3.155675
590,2.023717,2.004048,-3.158389
591,2.025534,2.005951,-3.161099
592,2.027348,2.007852,-3.163805
593,2.029161,2.009749,-3.166509
594,2.030972,2.011644,-3.169209
595,2.032780,2.013537,-3.171906
596,2.034587,2.015427,-3.174600
597,2.036391,2.017315,-3.177291
598,2.038193,2.019199,-3.179978
599,2.039993,2.021082,-3.182663
600,2.041792,2.022962,-3.185344
601,2.043588,2.024839,-3.188022
602,2.045382,2.026713,-3.190697
603,2.047174,2.028586,-3.193368
604,2.048964,2.030455,-3.196037
605,2.050752,2.032322,-3.198702
606,2.052538,2.034187,-3.201365
607,2.054322,2.036049,-3.204024
608,2.056104,2.037909,-3.206680
609,2.057883,2.039766,-3.209333
610,2.059661,2.041621,-3.211983
611,2.061437,2.043473,-3.214629
612,2.063211,2.045323,-3.217273
613,2.064983,2.047170,-3.219913
614,2.066753,2.049015,-3.222551
615,2.068520,2.050857,-3.225185
616,2.070286,2.052697,-3.227817
617,2.072050,2.054535,-3.230445
618,2.073812,2.056370,-3.233070
619,2.075572,2.058203,-3.235692
620,2.077330,2.060033,-3.238312
621,2.079086,2.061861,-3.240928
622,2.080840,2.063687,-3.243541
623,2.082592,2.065510,-3.246151
624,2.084342,2.067331,-3.248758
625,2.086090,2.069149,-3.251362
626,2.087836,2.070965,-3.253963
627,2.089580,2.072779,-3.256562
628,2.091322,2.074590,-3.259157
629,2.093063,2.076399,-3.261749
630,2.094801,2.078206,-3.264338
631,2.096538,2.080010,-3.266924
632,2.098272,2.081812,-3.269508
633,2.100005,2.083612,-3.272088
634,2.101735,2.085409,-3.274665
