Epoch,Slope,Intercept
570,-0.412182,0.330178
571,-0.418161,0.332342
572,-0.424138,0.334506
573,-0.430112,0.336671
574,-0.436085,0.338836
575,-0.442055,0.341002
576,-0.448022,0.343168
577,-0.453986,0.345335
578,-0.459947,0.347502
579,-0.465906,0.349669
580,-0.471861,0.351836
581,-0.477812,0.354003
582,-0.483760,0.356171
583,-0.489704,0.358338
584,-0.495644,0.360506
585,-0.501580,0.362673
586,-0.507512,0.364840
587,-0.513439,0.367006
588,-0.519362,0.369173
589,-0.525281,0.371339
590,-0.531194,0.373505
591,-0.537102,0.375670
592,-0.543006,0.377835
593,-0.548904,0.379999
594,-0.554796,0.382163
595,-0.560683,0.384325
596,-0.566565,0.386487
597,-0.572440,0.388649
598,-0.578310,0.390809
599,-0.584173,0.392969
600,-0.590030,0.395127
601,-0.595881,0.397285
602,-0.601725,0.399441
603,-0.607562,0.401597
604,-0.613392,0.403751
605,-0.619216,0.405904
606,-0.625032,0.408055
607,-0.630841,0.410205
608,-0.636643,0.412354
609,-0.642437,0.414502
610,-0.648223,0.416648
611,-0.654002,0.418792
612,-0.659772,0.420935
613,-0.665535,0.423076
614,-0.671289,0.425215
615,-0.677035,0.427352
616,-0.682772,0.429488
617,-0.688501,0.431622
618,-0.694221,0.433754
619,-0.699932,0.435884
620,-0.705635,0.438012
621,-0.711328,0.440137
622,-0.717012,0.442261
623,-0.722686,0.444382
624,-0.728351,0.446502
625,-0.734006,0.448619
626,-0.739652,0.450733
627,-0.745288,0.452846
628,-0.750914,0.454955
629,-0.756529,0.457063
630,-0.762135,0.459168
631,-0.767730,0.461270
632,-0.773315,0.463369
633,-0.778889,0.465466
634,-0.784452,0.467561
635,-0.790005,0.469652
636,-0.795547,0.471741
637,-0.801078,0.473827
638,-0.806597,0.475910
639,-0.812106,0.477990
640,-0.817603,0.480067
641,-0.823089,0.482141
642,-0.828563,0.484212
643,-0.834025,0.486279
644,-0.839476,0.488344
645,-0.844915,0.490405
646,-0.850342,0.492464
647,-0.855757,0.494518
648,-0.861160,0.496570
649,-0.866551,0.498618
650,-0.871929,0.500663
651,-0.877295,0.502704
652,-0.882648,0.504742
653,-0.887989,0.506776
654,-0.893317,0.508807
655,-0.898633,0.510834
656,-0.903935,0.512858
657,-0.909224,0.514878
