Epoch,Slope,Intercept
600,-0.996061,1.564956
601,-0.996099,1.564885
602,-0.996136,1.564813
603,-0.996174,1.564742
604,-0.996211,1.564671
605,-0.996248,1.564600
606,-0.996284,1.564529
607,-0.996320,1.564459
608,-0.996356,1.564388
609,-0.996392,1.564318
610,-0.996427,1.564248
611,-0.996462,1.564178
612,-0.996497,1.564108
613,-0.996531,1.564039
614,-0.996566,1.563969
615,-0.996600,1.563900
616,-0.996633,1.563831
617,-0.996667,1.563762
618,-0.996700,1.563693
619,-0.996733,1.563624
620,-0.996765,1.563556
621,-0.996798,1.563487
622,-0.996830,1.563419
623,-0.996862,1.563351
624,-0.996893,1.563283
625,-0.996925,1.563215
626,-0.996956,1.563148
627,-0.996987,1.563080
628,-0.997017,1.563013
629,-0.997048,1.562946
630,-0.997078,1.562879
631,-0.997108,1.562812
632,-0.997137,1.562746
633,-0.997167,1.562679
634,-0.997196,1.562613
635,-0.997225,1.562546
636,-0.997254,1.562480
637,-0.997282,1.562415
638,-0.997310,1.562349
639,-0.997338,1.562283
640,-0.997366,1.562218
641,-0.997394,1.562152
642,-0.997421,1.562087
643,-0.997448,1.562022
644,-0.997475,1.561958
645,-0.997502,1.561893
646,-0.997529,1.561828
647,-0.997555,1.561764
648,-0.997581,1.561700
649,-0.997607,1.561636
650,-0.997633,1.561572
651,-0.997658,1.561508
652,-0.997684,1.561444
653,-0.997709,1.561381
654,-0.997734,1.561317
655,-0.997758,1.561254
656,-0.997783,1.561191
657,-0.997807,1.561128
658,-0.997832,1.561065
659,-0.997856,1.561003
660,-0.997879,1.560940
661,-0.997903,1.560878
662,-0.997926,1.560815
663,-0.997950,1.560753
664,-0.997973,1.560691
665,-0.997996,1.560630
666,-0.998018,1.560568
667,-0.998041,1.560506
668,-0.998063,1.560445
669,-0.998085,1.560384
670,-0.998107,1.560323
671,-0.998129,1.560262
672,-0.998151,1.560201
673,-0.998172,1.560140
674,-0.998194,1.560080
675,-0.998215,1.560019
676,-0.998236,1.559959
677,-0.998257,1.559899
678,-0.998277,1.559839
679,-0.998298,1.559779
680,-0.998318,1.559720
681,-0.998338,1.559660
682,-0.998358,1.559601
683,-0.998378,1.559541
684,-0.998398,1.559482
685,-0.998417,1.559423
686,-0.998437,1.559364
687,-0.998456,1.559305
688,-0.998475,1.559247
689,-0.998494,1.559188
690,-0.998513,1.559130
691,-0.998532,1.559072
692,-0.998550,1.559014
693,-0.998569,1.558956
694,-0.998587,1.558898
695,-0.998605,1.558840
696,-0.998623,1.558782
697,-0.998641,1.558725
698,-0.998659,1.558668
699,-0.998676,1.558610
700,-0.998694,1.558553
701,-0.998711,1.558497
702,-0.998728,1.558440
703,-0.998745,1.558383
704,-0.998762,1.558327
705,-0.998779,1.558270
706,-0.998795,1.558214
707,-0.998812,1.558158
708,-0.998828,1.558102
709,-0.998844,1.558046
710,-0.998861,1.557990
711,-0.998877,1.557934
712,-0.998892,1.557879
713,-0.998908,1.557823
714,-0.998924,1.557768
715,-0.998939,1.557713
716,-0.998955,1.557658
717,-0.998970,1.557603
718,-0.998985,1.557548
719,-0.999000,1.557494
720,-0.999015,1.557439
721,-0.999030,1.557385
722,-0.999045,1.557330
723,-0.999059,1.557276
724,-0.999074,1.557222
725,-0.999088,1.557168
726,-0.999102,1.557114
727,-0.999117,1.557061
728,-0.999131,1.557007
729,-0.999144,1.556954
730,-0.999158,1.556900
731,-0.999172,1.556847
732,-0.999186,1.556794
733,-0.999199,1.556741
734,-0.999213,1.556688
735,-0.999226,1.556636
736,-0.999239,1.556583
737,-0.999252,1.556531
738,-0.999265,1.556478
739,-0.999278,1.556426
740,-0.999291,1.556374
741,-0.999304,1.556322
742,-0.999316,1.556270
743,-0.999329,1.556218
744,-0.999341,1.556166
745,-0.999353,1.556115
746,-0.999366,1.556063
747,-0.999378,1.556012
748,-0.999390,1.555961
749,-0.999402,1.555910
750,-0.999414,1.555859
751,-0.999425,1.555808
752,-0.999437,1.555757
753,-0.999449,1.555707
754,-0.999460,1.555656
755,-0.999472,1.555606
756,-0.999483,1.555555
757,-0.999494,1.555505
758,-0.999505,1.555455
759,-0.999516,1.555405
760,-0.999527,1.555355
761,-0.999538,1.555305
762,-0.999549,1.555256
763,-0.999560,1.555206
764,-0.999570,1.555157
765,-0.999581,1.555107
766,-0.999591,1.555058
767,-0.999602,1.555009
768,-0.999612,1.554960
769,-0.999622,1.554911
770,-0.999633,1.554862
771,-0.999643,1.554814
772,-0.999653,1.554765
773,-0.999663,1.554717
774,-0.999672,1.554668
775,-0.999682,1.554620
776,-0.999692,1.554572
777,-0.999702,1.554524
778,-0.999711,1.554476
779,-0.999721,1.554428
780,-0.999730,1.554381
781,-0.999739,1.554333
782,-0.999749,1.554285
783,-0.999758,1.554238
784,-0.999767,1.554191
785,-0.999776,1.554144
786,-0.999785,1.554096
787,-0.999794,1.554049
788,-0.999803,1.554003
789,-0.999812,1.553956
790,-0.999820,1.553909
791,-0.999829,1.553862
792,-0.999838,1.553816
793,-0.999846,1.553770
794,-0.999855,1.553723
795,-0.999863,1.553677
796,-0.999871,1.553631
797,-0.999880,1.553585
798,-0.999888,1.553539
799,-0.999896,1.553493
800,-0.999904,1.553448
801,-0.999912,1.553402
802,-0.999920,1.553357
803,-0.999928,1.553311
804,-0.999936,1.553266
805,-0.999943,1.553221
