Epoch,Weight1,Weight2,Bias
711,-2.209891,-2.212377,3.446738
712,-2.211534,-2.213987,3.449123
713,-2.213175,-2.215594,3.451505
714,-2.214815,-2.217201,3.453885
715,-2.216452,-2.218805,3.456262
716,-2.218087,-2.220408,3.458636
717,-2.219721,-2.222009,3.461009
718,-2.221352,-2.223609,3.463378
719,-2.222982,-2.225207,3.465745
720,-2.224610,-2.226803,3.468110
721,-2.226236,-2.228397,3.470472
722,-2.227860,-2.229990,3.472832
723,-2.229482,-2.231581,3.475189
724,-2.231102,-2.233171,3.477543
725,-2.232721,-2.234759,3.479896
726,-2.234338,-2.236345,3.482245
727,-2.235952,-2.237930,3.484592
728,-2.237565,-2.239512,3.486937
729,-2.239176,-2.241094,3.489279
730,-2.240786,-2.242673,3.491619
731,-2.242393,-2.244251,3.493957
732,-2.243999,-2.245828,3.496291
733,-2.245602,-2.247402,3.498624
734,-2.247204,-2.248975,3.500954
735,-2.248805,-2.250547,3.503281
